gene module_id
Adra1d MH_21
Prnd MH_18
Cds2 MH_27
Loc643406 MH_24
C20orf196 MH_03
Chgb grey
Mcm8 MH_01
Crls1 MH_02
Bmp2 MH_24
Plcb1 MH_25
Plcb4 grey
C20orf103 MH_21
Ankrd5 MH_27
Snap25 MH_23
C20orf94 MH_03
Btbd3 MH_21
Sptlc3 MH_24
Ism1 MH_24
C20orf7 MH_02
Macrod2 MH_23
Snrpb2 MH_04
Otor MH_24
Pcsk2 MH_22
Dstn MH_07
Banf2 MH_21
C20orf72 MH_01
Znf133 MH_17
Polr3f MH_27
Sec23b MH_27
Linc00493 MH_03
Dtd1 MH_03
C20orf79 MH_27
Slc24a3 MH_18
Rin2 MH_27
Naa20 MH_06
Insm1 MH_30
Plk1s1 MH_02
Xrn2 MH_17
Pax1 MH_23
Sstr4 grey
Nxt1 MH_04
Gzf1 MH_04
Cstl1 MH_24
Cst8 MH_23
Cstt MH_21
Cst9l MH_20
Cst3 MH_04
Cst5 MH_24
Syndig1 MH_23
Cst7 MH_03
Entpd6 MH_18
Pygb MH_03
Gins1 MH_01
Nsfl1c MH_04
Fkbp1a MH_07
C20orf46 MH_24
Rspo4 MH_24
Angpt4 MH_22
C20orf54 MH_27
Scrt2 MH_24
Srxn1 MH_27
Tcf15 MH_24
Csnk2a1 MH_16
Tbc1d20 MH_27
C20orf96 MH_10
Defb128 MH_24
Defb115 MH_20
Defb118 grey
Defb123 grey
Rem1 MH_18
Hm13 MH_30
Id1 MH_10
Cox4i2 MH_21
Tpx2 MH_01
Mylk2 grey
Ttll9 MH_10
Xkr7 grey
C20orf160 MH_30
Hck MH_12
Tm9sf4 MH_20
Pofut1 MH_12
Kif3b MH_02
Asxl1 MH_27
Dnmt3b MH_04
Mapre1 MH_01
Bpifb2 MH_24
Bpifb6 MH_21
Bpifb3 grey
Bpifb4 MH_23
Bpifa2 MH_24
Bpifa3 MH_24
Bpifa1 grey
Bpifb1 MH_14
Bpifb9p MH_21
Cbfa2t2 MH_25
C20orf144 MH_20
C20orf134 MH_20
Znf341 MH_27
Chmp4b MH_09
Raly MH_01
Asip MH_22
Itch MH_07
Dynlrb1 MH_04
Map1lc3a MH_27
Tp53inp2 MH_29
Acss2 MH_14
Myh7b grey
Procr MH_25
Mmp24 MH_23
Fam83c grey
Gdf5 MH_24
Cep250 MH_01
Ergic3 MH_04
Spag4 MH_28
Phf20 MH_14
C20orf152 MH_16
Epb41l1 MH_24
C20orf4 MH_27
Dlgap4 MH_11
Myl9 MH_03
Tgif2 MH_29
C20orf24 MH_03
C20orf118 MH_12
Rpn2 MH_03
Manbal MH_27
Src MH_24
Nnat MH_29
Ctnnbl1 MH_02
Vstm2l MH_12
Rprd1b MH_17
Bpi grey
Lbp MH_12
Snhg11 grey
Ralgapb MH_27
Adig MH_20
Arhgap40 MH_28
Slc32a1 grey
Ppp1r16b MH_27
Fam83d MH_30
Dhx35 MH_27
Top1 MH_04
Plcg1 MH_14
Lpin3 MH_04
Srsf6 MH_02
L3mbtl1 grey
Sgk2 MH_14
Ift52 MH_09
Mybl2 MH_01
Tox2 MH_06
Gdap1l1 MH_23
R3hdml MH_21
Ttpal MH_07
Wisp2 MH_21
Kcnk15 MH_10
Ywhab MH_03
Pabpc1l MH_21
Stk4 MH_27
Wfdc12 grey
Rbpjl MH_14
Sys1 MH_03
Dbndd2 MH_21
Pigt MH_16
Wfdc2 MH_21
Wfdc6 grey
Wfdc13 MH_21
Spint4 MH_20
C20orf168 MH_21
Dnttip1 MH_09
Ube2c MH_01
Snx21 MH_31
Zswim3 MH_03
Zswim1 MH_03
Ctsa MH_03
Pcif1 MH_03
Mmp9 MH_05
Slc12a5 MH_23
Cd40 MH_24
Slc2a10 MH_23
Eya2 MH_14
Loc100131496 MH_18
Ncoa3 MH_13
Tp53rk MH_28
Arfgef2 MH_16
Cse1l MH_01
Ddx27 MH_02
Slc9a8 MH_20
Rnf114 MH_30
Snai1 MH_31
Cebpb MH_10
Ptpn1 MH_07
Fam65c MH_24
Pard6b MH_04
Mocs3 MH_20
Sall4 MH_25
Tshz2 MH_21
Bcas1 MH_21
Dok5 MH_23
Mc3r MH_19
C20orf108 MH_06
Cstf1 MH_03
Cass4 MH_24
C20orf43 MH_09
C20orf106 MH_28
Tfap2c grey
Spo11 MH_17
Rae1 MH_03
Rbm38 MH_15
C20orf85 grey
Vapb MH_04
Stx16 MH_04
Npepl1 MH_30
Gnas MH_09
Th1l MH_01
Tubb1 MH_04
Atp5e MH_03
Znf831 MH_14
Edn3 MH_04
Phactr3 MH_23
C20orf177 MH_24
Cdh26 MH_21
Cdh4 MH_22
Lsm14b grey
Ss18l1 MH_26
Gtpbp5 MH_16
Hrh3 MH_23
Osbpl2 MH_01
Adrm1 MH_30
Slco4a1 MH_07
Ntsr1 MH_24
C20orf20 MH_02
Ogfr MH_10
Col9a3 MH_23
C20orf11 MH_04
Slc17a9 MH_14
Birc7 MH_18
Arfgap1 MH_30
Col20a1 MH_10
Ppdpf MH_16
C20orf195 MH_21
Rtel1 MH_01
Zgpat MH_12
Slc2a4rg MH_17
Abhd16b MH_21
Tpd52l2 MH_04
Dnajc5 MH_30
Uckl1-as1 MH_12
Prpf6 MH_02
Tcea2 MH_17
Oprl1 MH_27
Myt1 MH_24
Pcmtd2 MH_08
Polr3k MH_04
Vn2r17p MH_14
Rpp38 MH_02
Olah MH_14
Meig1 MH_18
Prpf18 MH_27
Optn MH_27
Camk1d MH_14
Cdc123 MH_17
Sec61a2 MH_27
C10orf47 MH_24
Echdc3 MH_24
Taf3 MH_14
Atp5c1 MH_30
Pfkfb3 MH_14
Rbm17 MH_04
Fbxo18 MH_04
Itga8 MH_23
Fam188a MH_07
Rsu1 MH_30
Trdmt1 MH_02
St8sia6 MH_22
Ptpla MH_04
Nsun6 MH_02
Nebl MH_27
H2afb1 MH_26
C10orf140 MH_02
Dnajc1 MH_07
Pip4k2a MH_04
C10orf67 MH_22
Arhgap21 MH_27
Enkur grey
Abi1 MH_04
Mastl MH_01
Spopl MH_27
Hnmt MH_24
Tbpl2 MH_24
Pax8 MH_24
Cacna1b MH_24
Ehmt1 MH_17
Arrdc1 MH_16
Noxa1 MH_20
C9orf167 MH_16
Cobra1 MH_27
C9orf173 grey
Tubb4b MH_01
Slc34a3 MH_11
Rnf224 MH_23
C9orf169 MH_28
Ndor1 MH_14
Ssna1 MH_03
Grin1 grey
Dpp7 MH_04
Uap1l1 MH_04
C9orf142 MH_03
Ptgds grey
Lcn12 MH_21
Traf2 MH_27
Mamdc4 MH_12
C9orf86 MH_17
Kiaa1984 MH_24
Tmem141 MH_04
Fcn1 MH_11
Glt6d1 MH_21
Sohlh1 MH_24
Camsap1 MH_27
Ubac1 MH_04
Lhx3 MH_22
Qsox2 MH_14
Mgc50722 MH_29
Dnlz MH_02
Card9 MH_25
Snapc4 MH_14
Sec16a MH_14
Notch1 MH_14
Agpat2 MH_04
Snhg7 MH_28
Abo MH_21
Surf6 MH_18
Med22 MH_27
Surf1 MH_03
Surf4 MH_30
Rexo4 MH_14
Slc2a6 MH_27
Tmem8c MH_10
Fam163b MH_25
Vav2 MH_05
Brd3 MH_18
C9orf116 MH_24
Cel MH_24
Gtf3c5 MH_01
Gfi1b MH_25
C9orf9 MH_04
Gtf3c4 grey
Barhl1 MH_24
C9orf171 MH_30
Ntng2 MH_27
Trub2 MH_20
Wdr34 MH_21
Zdhhc12 grey
Zer1 MH_16
C9orf114 MH_17
Ccbl1 MH_04
Dolk MH_02
Nup188 MH_27
Sh3glb2 MH_03
Ier5l MH_29
C9orf50 MH_21
Asb6 MH_27
Ptges grey
Tor1a MH_27
C9orf78 MH_02
Fnbp1 MH_27
Qrfp MH_01
Fibcd1 grey
Fam78a MH_14
Uck1 MH_27
Swi5 MH_03
Dnm1 MH_28
C9orf16 MH_03
Lcn2 MH_01
Slc25a25 MH_10
Fpgs grey
Cdk9 grey
Ttc16 grey
Stxbp1 MH_04
Lrsam1 MH_23
Slc2a8 MH_07
Garnl3 grey
Ralgps1 MH_30
Zbtb34 MH_25
Zbtb43 MH_27
Lmx1b MH_23
Fam125b MH_17
Pbx3 MH_07
Gapvd1 MH_02
Rabepk MH_04
Fbxw2 MH_27
Psmd5 MH_04
Phf19 MH_01
Traf1 MH_29
C5 MH_01
Rab14 MH_27
Stom MH_04
Ggta1p MH_04
Ttll11 MH_28
Lhx6 MH_20
Or1j1 grey
Or1n1 MH_24
Or1l8 MH_28
Or1b1 MH_21
Pdcl MH_27
Rc3h2 MH_27
Snord90 MH_27
Zbtb6 MH_03
Strbp MH_04
Dennd1a MH_10
Psmb7 MH_04
Nr5a1 MH_24
Nr6a1 MH_21
Golga1 MH_17
Scai MH_27
Ppp6c MH_04
Lrp1b MH_24
Gtdc1 MH_27
Orc4 MH_27
Mmadhc MH_09
Rnd3 MH_22
Rbm43 MH_17
Nmi MH_02
Neb MH_14
Arl5a MH_03
Stam2 MH_27
Prpf40a MH_09
Rprm MH_21
Nr4a2 MH_29
Ermn MH_05
Cytip MH_27
Acvr1c MH_21
Acvr1 MH_25
Ccdc148 MH_04
Wdsub1 MH_04
Ly75 MH_13
Pla2r1 grey
Itgb6 MH_24
Rbms1 MH_26
Gcg MH_01
Fap MH_01
Ifih1 MH_04
Kcnh7 MH_21
Fign MH_24
Grb14 MH_24
Cobll1 MH_28
Slc38a11 grey
Scn3a MH_31
Galnt3 MH_28
Ttc21b MH_04
Scn1a MH_10
Scn9a MH_14
Scn7a MH_12
Stk39 MH_07
Spc25 MH_01
Lrp2 grey
Fastkd1 MH_17
C2orf77 MH_02
Tlk1 MH_04
Mettl8 MH_14
Slc25a12 MH_17
Dlx2 MH_23
Sp3 MH_27
Ola1 MH_04
Cir1 MH_09
Wipf1 MH_30
Chrna1 MH_24
Atp5g3 MH_04
Kiaa1715 MH_28
Evx2 grey
Nfe2l2 MH_14
Ttc30b MH_14
Ttc30a MH_17
Pde11a MH_14
Cyctp MH_24
Prkra MH_02
Fkbp7 MH_25
Ttn MH_05
Ccdc141 MH_04
Sestd1 MH_27
Znf385b MH_20
Pde1a MH_24
Frzb MH_10
Nckap1 MH_27
Zswim2 MH_24
Calcrl MH_14
Tfpi MH_02
Ctnnd1 MH_14
C11orf31 MH_04
Zdhhc5 MH_27
Clp1 MH_04
Serping1 MH_25
Smtnl1 MH_24
Rtn4rl2 MH_20
P2rx3 MH_20
Or5ak4p MH_22
Or5ak2 MH_24
Or5g1p MH_14
Or9g4 MH_19
Or9g9 MH_18
Or5ar1 MH_24
Or8u1 grey
Or8j3 MH_21
Or8k1 MH_24
Or8k3 grey
Or8h2 grey
Or8i2 MH_24
Or5j1p MH_04
Or5aq1p MH_18
Or5as1 MH_24
Or9m1p MH_21
Or5d16 MH_10
Or5l2 MH_15
Or5l1 MH_21
Or5d18 MH_24
Or5d14 MH_24
Or5d13 MH_14
Or4c16 MH_10
Or4c15 MH_24
Or4c1p MH_24
Or4a15 MH_21
Or4a16 MH_14
Or4a5 MH_29
Or4a47 MH_21
Or4c12 MH_26
Or4c3 MH_21
Or4b1 MH_20
Ptprj MH_07
Ndufs3 MH_02
Ptpmt1 MH_09
Slc39a13 MH_23
Madd MH_27
C11orf49 MH_04
Znf408 MH_14
Atg13 MH_27
Mdk MH_04
Dgkz MH_15
Creb3l1 MH_12
Gyltl1b MH_27
Mapk8ip1 MH_08
Cry2 MH_21
Slc35c1 MH_16
Tspan18 MH_21
Cd82 MH_07
Ext2 MH_04
Accs MH_07
Accsl MH_23
C11orf96 MH_20
Alkbh3 MH_03
Hsd17b12 MH_30
Ttc17 MH_27
Api5 MH_04
C11orf74 MH_21
Prr5l MH_10
Ldlrad3 MH_27
Trim44 MH_14
Fjx1 MH_21
Cd44 MH_28
Pdhx MH_02
Ehf grey
Cat MH_03
Nat10 MH_23
Tcp11l1 grey
Pin1p1 grey
Depdc7 MH_26
Qser1 MH_10
Prrg4 MH_12
Eif3m MH_02
Rcn1 MH_20
Dnajc24 MH_04
C11orf46 MH_27
Fshb MH_23
Mettl15 MH_02
Fibin MH_24
Ano3 MH_14
Or4f16 grey
Gpcrltm7 MH_21
Or4f15 MH_24
Or4f6 MH_28
C15orf55 MH_24
Tmem85 MH_04
Chrm5 MH_14
Ryr3 MH_24
Grem1 MH_24
Scg5 MH_10
Arhgap11a MH_01
Gjd2 MH_22
Actc1 MH_23
Aqr MH_02
Znf770 grey
Atpbd4 MH_02
Meis2 grey
Rasgrp1 MH_14
Fsip1 MH_20
Gpr176 MH_23
Bmf MH_27
Ankrd63 MH_01
Plcb2 MH_14
C15orf52 MH_20
C15orf57 MH_03
Fam82a2 MH_18
Rhov MH_24
Ino80 MH_13
Exd1 grey
Chp MH_07
Ndufaf1 MH_04
Ltk MH_24
Rpap1 MH_01
Sptbn5 MH_22
Ehd4 MH_04
Pla2g4e MH_30
Pla2g4d MH_25
Pla2g4f MH_27
Vps39 MH_27
Tmem87a MH_27
Lrrc57 MH_01
Cdan1 MH_05
Ubr1 MH_17
Epb42 grey
Tgm7 MH_11
Lcmt2 MH_02
Zscan29 MH_04
Tp53bp1 MH_27
Ppip5k1 MH_17
Strc MH_21
Catsper2 MH_18
Frmd5 MH_24
Patl2 MH_24
Duox2 grey
Duoxa1 MH_20
Shf MH_17
Gatm MH_23
Slc30a4 MH_14
Fbn1 MH_24
Cep152 MH_27
Secisbp2l MH_13
Cops2 MH_04
Atp8b4 MH_05
Hdc MH_27
Gabpb1 MH_27
Usp50 MH_04
Trpm7 MH_27
Sppl2a MH_08
Ncaph MH_01
Itpripl1 MH_27
Ciao1 MH_04
Fahd2a MH_04
Kcnip3 MH_24
Prom2 MH_21
Znf2 grey
Mal MH_23
Nphp1 MH_28
Linc00116 MH_10
Bub1 MH_01
Anapc1 MH_17
Zc3h8 MH_02
Ckap2l MH_01
Il1a MH_05
Il1b MH_05
Pdyn MH_21
Snrpb MH_03
Idh3b MH_03
Cpxm1 MH_28
Fam113a MH_05
Avp MH_29
Prosapip1 MH_24
Ddrgk1 MH_02
Slc4a11 MH_20
C20orf194 MH_27
Gfra4 grey
Adam33 MH_10
C20orf27 MH_03
Spef1 MH_01
Cenpb MH_04
Rnf24 MH_27
Rassf2 MH_17
Slc23a2 MH_27
C20orf30 MH_04
Pcna MH_01
Prokr2 MH_23
Gpcpd1 MH_27
Trmt6 grey
Lrrn4 MH_14
Fermt1 grey
Tmx4 MH_29
Pak7 MH_25
Mkks MH_17
Jag1 MH_19
Tasp1 MH_02
Esf1 MH_02
Sel1l2 grey
Flrt3 MH_24
Kif16b MH_02
Bfsp1 MH_23
Rrbp1 MH_07
Snx5 MH_01
Snord17 MH_26
Ovol2 MH_24
Dzank1 MH_21
Rbbp9 MH_03
Crnkl1 MH_27
Ralgapa2 MH_04
Nkx2-4 MH_25
Nkx2-2 MH_24
Foxa2 MH_24
Thbd MH_23
Cd93 MH_21
Napb MH_23
Cst11 grey
C20orf3 MH_16
Acss1 MH_02
Vsx1 grey
Abhd12 MH_04
Ninl grey
Snph MH_21
Rad21l1 MH_24
C20orf202 MH_24
Psmf1 MH_03
Fam110a MH_29
Rbck1 MH_16
Trib3 MH_22
Sox12 MH_25
Zcchc3 MH_01
Defb129 MH_25
Defb126 MH_24
Defb125 grey
Defb116 MH_30
Defb119 MH_21
Defb122 grey
Defb124 MH_01
Bcl2l1 MH_28
Foxs1 grey
Dusp15 MH_28
Pdrg1 MH_17
Tspy26p MH_23
Plagl2 MH_25
C20orf112 MH_28
Commd7 MH_04
Sun5 MH_25
Cdk5rap1 MH_02
Snta1 MH_24
Necab3 MH_15
E2f1 MH_01
Pxmp4 MH_03
Eif2s2 MH_20
Pigu MH_02
Ncoa6 MH_21
Ggt7 grey
Gss MH_01
Trpc4ap MH_17
Edem2 MH_03
Eif6 MH_01
Uqcc MH_10
C20orf173 MH_24
Fer1l4 MH_21
Rbm39 MH_27
Loc647979 MH_27
Sla2 MH_30
Ndrg3 MH_14
Dsn1 MH_24
Kiaa0889 MH_23
Samhd1 MH_17
Rbl1 MH_01
C20orf132 MH_12
Ghrh MH_20
Blcap MH_28
Tti1 MH_17
Tgm2 MH_14
Kiaa1755 MH_14
Loc388796 MH_24
Mafb MH_11
Zhx3 MH_21
Emilin3 MH_12
Chd6 MH_13
Ptprt MH_24
Gtsf1l grey
Jph2 MH_21
Fitm2 MH_12
Serinc3 MH_07
Ada MH_14
Rims4 MH_23
Tomm34 MH_30
Kcns1 grey
Wfdc5 MH_21
Semg1 MH_28
Slpi MH_20
Matn4 grey
Sdc4 MH_05
Spint3 MH_22
Spinlw1 grey
Wfdc8 MH_24
Wfdc9 MH_28
Wfdc11 MH_30
Wfdc3 MH_21
Tnnc2 MH_23
Neurl2 MH_24
Pltp MH_14
Ncoa5 MH_14
Cdh22 grey
Slc35c2 MH_03
Elmo2 MH_16
Znf663 grey
Znf334 MH_18
C20orf123 grey
Slc13a3 MH_25
Zmynd8 MH_14
Sulf2 MH_24
Prex1 MH_07
Stau1 MH_27
Znfx1 MH_13
Kcnb1 MH_23
Ptgis MH_22
B4galt5 MH_07
Ube2v1 grey
Tmem189 MH_28
Adnp MH_02
Dpm1 MH_09
Kcng1 MH_23
Nfatc2 MH_16
Atp9a grey
Znf217 MH_17
Cyp24a1 grey
Cbln4 MH_24
Aurka MH_01
Gcnt7 MH_25
Bmp7 MH_18
Ctcfl MH_21
Zbp1 MH_17
Pmepa1 MH_29
Ankrd60 MH_24
Ctsz MH_04
Slmo2 MH_07
Sycp2 MH_21
Ppp1r3d MH_28
Taf4 MH_25
Psma7 MH_04
Lama5 MH_25
Cables2 MH_07
C20orf151 MH_24
Tcfl5 grey
Dido1 MH_17
Bhlhe23 MH_20
Ythdf1 MH_02
Nkain4 grey
Chrna4 grey
Kcnq2 MH_21
Eef1a2 MH_14
Srms grey
Pric285 MH_27
Gmeb2 MH_29
Stmn3 MH_21
Arfrp1 MH_02
Zbtb46 MH_27
Uckl1 MH_17
Znf512b MH_14
Samd10 MH_03
Sox18 MH_10
Rgs19 MH_16
C20orf201 MH_10
Zfhx4 MH_23
Pkia MH_24
Fam164a grey
Stmn2 MH_20
Zbtb10 MH_06
Fabp5 MH_01
Chmp4c MH_02
Ralyl MH_14
Lrrcc1 MH_04
E2f5 MH_09
Ca13 MH_28
Ca3 MH_29
Ca2 MH_31
Ythdf3 MH_27
Bhlhe22 MH_24
Pde7a MH_27
Dnajc5b MH_10
Trim55 MH_21
Papd5 MH_02
Hltf MH_04
Tbl1xr1 MH_28
Spata16 MH_29
Nceh1 MH_02
Tnfsf10 MH_03
Ghsr MH_24
Pld1 MH_23
Tnik MH_14
Slc2a2 MH_27
Eif5a2 MH_06
Rpl22l1 MH_21
Egfem1p MH_14
Mynn MH_27
Lrriq4 MH_12
Samd7 MH_12
Sec62 MH_27
Gpr160 MH_27
Prkci MH_04
Skil MH_29
Cldn11 MH_21
Kcnmb2 MH_24
Pik3ca MH_27
Znf639 MH_20
Mfn1 MH_27
Ndufb5 MH_03
Usp13 MH_21
Ttc14 MH_27
Fxr1 MH_27
Sox2 MH_14
Atp11b MH_14
Acad9 MH_04
Exosc9 MH_09
Kiaa1109 MH_27
Adad1 MH_29
Bbs12 MH_01
Fgf2 MH_04
Spata5 MH_27
Spry1 MH_06
Fat4 MH_25
Intu MH_14
Slc25a31 MH_14
Hspa4l MH_04
Plk4 MH_01
C4orf29 MH_02
Phf17 grey
C4orf33 MH_04
Pcdh10 MH_23
Slc7a11 MH_14
Ccrn4l MH_31
Naa15 MH_02
Rab33b MH_04
Mgst2 MH_14
Foxo1 MH_14
Lhfp MH_24
Proser1 MH_27
Stoml3 MH_14
Trpc4 MH_25
Postn MH_24
Fam48a MH_27
Alg5 MH_03
Smad9 MH_21
Spg20 MH_02
Ccdc169 MH_21
Sohlh2 MH_10
Dclk1 MH_30
Mab21l1 MH_10
Rnf13 MH_02
Tsc22d2 MH_29
Eif2a MH_04
Selt MH_30
Med12l MH_29
Gpr171 MH_27
Aadacl2 grey
Sucnr1 MH_31
Mbnl1 MH_16
P2ry1 MH_01
Rap2b MH_04
Arhgef26 MH_26
Mme MH_25
Gmps MH_09
Vn2r1p MH_24
Kcnab1 MH_18
Tiparp MH_10
Lekr1 MH_28
Ptx3 MH_10
Rsrc1 MH_02
Mlf1 MH_01
Gfm1 MH_02
Mfsd1 MH_04
Il12a MH_28
C3orf80 MH_24
Smc4 MH_02
Ppm1l MH_11
Nmd3 MH_09
Otol1 MH_20
Serpini1 MH_02
Fstl5 grey
C4orf45 MH_21
Ppid MH_25
C4orf46 MH_01
Fam198b MH_02
Pdgfc grey
Ctso MH_14
Map9 MH_02
Plrg1 MH_03
Dchs2 MH_29
Sfrp2 MH_14
Tigd4 MH_21
Tmem154 MH_07
Fbxw7 MH_04
Pet112 MH_02
Sh3d19 MH_24
Lrba MH_07
Cd5l MH_11
Fcrl1 MH_04
Fcrl3 MH_21
Etv3 MH_31
Etv3l grey
Arhgef11 MH_12
Insrr MH_10
Sh2d2a MH_29
Hdgf MH_01
Mrpl24 MH_02
Isg20l2 MH_15
Crabp2 MH_24
Nes MH_27
Gpatch4 MH_02
Iqgap3 MH_01
Mef2d MH_27
Cct3 MH_02
C1orf85 MH_03
Smg5 grey
Paqr6 grey
Mex3a MH_12
Ubqln4 MH_10
Ssr2 MH_01
Arhgef2 MH_17
Kiaa0907 MH_26
Rit1 MH_06
Gon4l MH_17
Ash1l MH_14
Clk2 MH_04
Scamp3 MH_16
Fam189b MH_14
Gba MH_27
Thbs3 MH_27
Muc1 MH_27
Krtcap2 MH_03
Dpm3 MH_04
Dcst2 MH_01
Shc1 MH_22
Pygo2 MH_22
Pbxip1 MH_04
Pmvk MH_09
Kcnn3 MH_27
Adar MH_17
Ube2q1 MH_04
She MH_14
C1orf189 MH_14
Nup210l MH_21
Rab13 MH_24
Jtb MH_04
Slc39a1 MH_22
Crtc2 MH_27
Dennd4b MH_17
Gatad2b MH_27
Npr1 MH_24
Ilf2 MH_23
S100a13 MH_04
S100a14 MH_27
S100a16 MH_28
S100a2 MH_04
S100a3 MH_01
S100a4 MH_07
S100a5 MH_04
S100a6 MH_07
S100a7a MH_21
S100a8 MH_01
Pglyrp4 grey
Pglyrp3 MH_30
Sprr2f MH_01
Lce3b MH_14
Lce1d grey
Crnn MH_20
Flg2 MH_21
Flg MH_24
Rptn MH_21
Tchh grey
S100a11 MH_07
S100a10 MH_07
Them4 MH_14
Them5 grey
C2cd4d MH_28
Rorc MH_07
Lingo4 MH_25
Tdrkh MH_05
Mrpl9 MH_09
Celf3 MH_23
Pogz MH_14
Selenbp1 MH_21
Rfx5 MH_17
Pi4kb MH_14
Vps72 MH_04
Tmod4 MH_15
Sema6c grey
Mllt11 MH_16
Cdc42se1 MH_20
Fam63a MH_17
Cers2 grey
Arnt MH_27
Ctsk MH_25
Ctss MH_14
Hormad1 MH_21
Golph3l MH_17
Ensa MH_03
Mcl1 MH_10
Anp32e MH_01
Otud7b MH_07
Mtmr11 MH_12
Sf3b4 MH_02
Sv2a MH_02
Hist2h2ab MH_01
Hist2h2be MH_07
Hist2h2bb MH_01
Hfe2 MH_21
Txnip MH_14
Ankrd34a MH_28
Lix1l MH_01
Rbm8a MH_03
Pex11b MH_24
Pias3 MH_30
Rnf115 MH_04
Gja5 grey
Acp6 MH_02
Fmo5 MH_17
Prkab2 MH_29
Sec22b MH_08
Notch2 MH_27
Adam30 MH_21
Znf697 MH_14
Wars2 MH_04
Tbx15 MH_24
Spag17 MH_24
Gdap2 MH_06
Vtcn1 MH_01
Trim45 grey
Igsf3 MH_24
Nhlh2 grey
Casq2 grey
Ngf MH_23
Tspan2 MH_07
Sike1 MH_01
Csde1 MH_08
Nras MH_27
Ampd1 MH_10
Dennd2c MH_24
Bcas2 MH_02
Trim33 MH_02
Syt6 MH_21
Ap4b1 MH_09
Bcl2l15 MH_31
Ptpn22 MH_27
Rsbn1 MH_20
Phtf1 MH_08
Slc16a1 MH_22
Ppm1j MH_27
Rhoc MH_27
St7l MH_02
Kcnd3 MH_24
C1orf183 MH_02
Loc100129269 MH_10
Adora3 MH_28
Wdr77 MH_15
Chia MH_14
Dram2 MH_09
Lrif1 MH_17
Kcna3 MH_14
Kcna2 MH_14
Kcna10 MH_29
Hbxip MH_02
Slc16a4 MH_27
Alx3 MH_21
Ampd2 MH_15
Gnat2 MH_15
Amigo1 MH_05
Psma5 MH_22
Sort1 MH_24
Mybphl MH_10
Psrc1 MH_01
C1orf194 MH_19
Taf13 MH_02
Wdr47 MH_04
Clcc1 MH_04
Aknad1 MH_23
Henmt1 MH_21
Slc25a24 MH_07
Vav3 MH_04
Col11a1 grey
Olfm3 MH_24
Dph5 MH_14
Extl2 MH_03
Rtcd1 MH_04
Dbt MH_04
Lrrc39 MH_14
Sass6 MH_01
Lppr5 grey
Usp12 MH_27
Alg14 MH_22
Cnn3 MH_10
F3 MH_23
Arhgap29 MH_21
Abca4 grey
Gclm MH_04
Dnttip2 MH_02
Bcar3 MH_24
Pde5a MH_05
C4orf3 MH_02
Sec24d MH_27
Prss12 MH_10
Tram1l1 MH_14
Ndst4 MH_21
Arsj MH_10
Camk2d MH_17
C4orf21 MH_01
Neurog2 MH_24
Tifa grey
Pitx2 MH_14
Pou5f1p3 MH_24
Elovl6 MH_17
Pla2g12a grey
Casp6 MH_04
Lef1 MH_14
Papss1 MH_04
Dkk2 grey
Loc100507096 MH_24
Aimp1 MH_03
Tbck MH_17
Ints12 MH_27
Ppa2 MH_03
Cxxc4 MH_24
Tacr3 MH_01
Cenpe MH_01
Bdh2 MH_21
Slc9b2 MH_04
Slc9b1 grey
Ube2d3 MH_04
Manba MH_04
Slc39a8 MH_28
Ppp3ca MH_28
Emcn MH_24
Ddit4l MH_19
H2afz MH_04
Dnajb14 MH_14
Lamtor3 MH_27
Loc285556 MH_02
Rg9mtd2 MH_01
Adh7 MH_25
Adh1c MH_24
Adh6 MH_21
Adh5 MH_02
Eif4e MH_06
Tspan5 MH_02
C4orf37 MH_29
Unc5c MH_24
Gbp5 MH_14
Gbp7 MH_10
Gbp4 MH_27
Gbp2 MH_05
Gtf2b MH_04
Sep15 MH_03
Odf2l MH_01
Col24a1 grey
Znhit6 MH_02
Ddah1 MH_21
Bcl10 MH_09
C1orf52 MH_02
Syde2 MH_24
Mcoln3 MH_14
Mcoln2 MH_17
Lpar3 MH_04
Ssx2ip MH_04
Ctbs MH_04
Ttll7 MH_24
Eltd1 MH_24
Fubp1 MH_14
Usp33 MH_17
Zzz3 MH_02
Pigk MH_04
Asb17 MH_24
Slc44a5 MH_24
Cryz MH_04
C1orf173 MH_24
Lrriq3 MH_24
Negr1 MH_24
Zranb2 MH_02
Ptger3 MH_20
Ankrd13c MH_09
Lrrc40 MH_20
Depdc1 MH_01
Rpe65 MH_28
Wls MH_02
Pex2 MH_27
Il7 MH_20
Hey1 MH_24
Mrps28 MH_03
Tpd52 MH_14
Znf704 MH_25
Pag1 MH_14
Pmp2 MH_24
Fabp9 MH_24
Fabp4 MH_25
Fabp12 MH_19
Impa1 MH_04
Slc10a5 MH_24
Zfand1 MH_04
Snx16 MH_09
Ca1 MH_24
Sirpb1 MH_10
Sirpb2 MH_19
Armc1 MH_04
Crh grey
Hps3 MH_14
Gyg1 MH_04
Cpa3 MH_24
Cpb1 grey
Naaladl2 MH_24
Nlgn1 MH_24
Ect2 MH_01
Fndc3b MH_27
Tmem212 MH_21
Mecom MH_24
Arpm1 grey
Lrrc34 MH_27
Lrrc31 MH_21
Phc3 MH_13
Slc7a14 grey
Zmat3 MH_03
Kcnmb3 MH_20
Gnb4 MH_04
Mrpl47 MH_02
Pex5l MH_22
Mccc1 MH_02
Qrfpr grey
Anxa5 MH_04
