gene module_id
Ccna2 MH_01
Bbs7 MH_10
Trpc3 MH_24
Il2 MH_28
Il21 MH_04
Cetn4p MH_04
Nudt6 MH_10
Ankrd50 MH_27
Mfsd8 MH_04
Fundc2 MH_21
Pgrmc2 MH_04
Sclt1 MH_02
Pabpc4l MH_01
Pcdh18 MH_20
Elf2 MH_16
C4orf49 MH_01
Ndufc1 MH_02
Setd7 MH_14
Maml3 MH_14
Cog6 MH_04
Nhlrc3 MH_27
Frem2 MH_23
Ufm1 MH_09
Exosc8 MH_02
Rfxap MH_04
Sertm1 MH_01
Ccna1 MH_21
Nbea MH_21
Tm4sf1 MH_25
Wwtr1 MH_25
Commd2 MH_04
Ankub1 MH_12
Pfn2 MH_20
Serp1 MH_27
Fam194a MH_14
Siah2 MH_27
Fam188b2 MH_21
Clrn1 MH_28
P2ry14 MH_27
Gpr87 MH_24
P2ry13 MH_23
P2ry12 MH_05
Dhx36 MH_27
Gpr149 MH_22
Plch1 MH_21
C3orf33 MH_02
Slc33a1 MH_02
Ssr3 MH_04
Tiparp-as1 MH_19
Ccnl1 MH_26
Veph1 MH_19
Shox2 MH_21
Lxn MH_04
Ift80 MH_17
Trim59 MH_16
Kpna4 MH_14
B3galnt1 grey
Sptssb MH_24
Si MH_10
Slitrk3 grey
Zbbx MH_10
Serpini2 MH_14
Wdr49 MH_21
Pdcd10 MH_04
Golim4 MH_02
Fnip2 MH_05
Etfdh MH_27
Rxfp1 MH_20
Tmem144 MH_14
Gria2 MH_24
Glrb MH_24
Gucy1b3 MH_04
Gucy1a3 MH_04
Npy2r MH_01
Rbm46 MH_25
Lrat MH_24
Tlr2 MH_19
Kiaa0922 MH_17
Mnd1 MH_01
Fhdc1 MH_01
Arfip1 MH_04
Fam160a1 MH_04
Prss48 MH_21
Mab21l2 MH_21
Dclk2 MH_28
Cd1d MH_02
Kirrel MH_20
Pear1 MH_07
Ntrk1 MH_27
Prcc MH_04
Rrnad1 MH_14
Bcan MH_12
Hapln2 MH_24
Apoa1bp MH_04
Ttc24 MH_23
Rhbg MH_21
Tmem79 MH_21
Pmf1 MH_01
Slc25a44 MH_25
Sema4a MH_14
Lmna MH_28
Rab25 MH_28
Lamtor2 MH_02
Rxfp4 MH_26
Syt11 MH_04
Msto1 MH_04
Dap3 MH_02
Rusc1 grey
Fdps MH_31
Hcn3 MH_14
Mtx1 MH_03
Trim46 MH_05
Slc50a1 MH_16
Efna1 MH_24
Efna3 MH_29
Efna4 grey
Adam15 MH_04
Dcst1 MH_23
Zbtb7b MH_07
Flad1 MH_04
Cks1b MH_01
Chrnb2 MH_19
Il6r MH_14
Atp8b2 MH_07
Hax1 MH_04
Ubap2l MH_16
Rps27 MH_12
Creb3l4 MH_12
Slc27a3 MH_17
Ints3 MH_17
Snapin MH_20
Chtop MH_30
S100a1 MH_04
S100a9 MH_01
Lor MH_22
Prr9 MH_28
Lelp1 MH_23
Sprr1b MH_24
Sprr3 MH_18
Sprr1a MH_22
Sprr4 MH_10
Ivl MH_01
Smcp MH_12
Lce6a MH_01
C1orf68 MH_22
Crct1 MH_22
Oaz3 MH_10
Riiad1 MH_11
Snx27 MH_04
Tuft1 MH_27
Cgn MH_10
Psmb4 MH_04
Znf687 MH_27
Psmd4 MH_04
Pip5k1a MH_27
Scnm1 MH_02
Tnfaip8l2 MH_17
Gabpb2 MH_17
C1orf56 MH_20
Bnipl MH_27
Prune MH_03
Anxa9 MH_10
Setdb1 MH_13
Adamtsl4 MH_24
Ecm1 MH_27
Tars2 MH_02
Rprd2 MH_27
Prpf3 MH_17
Mrps21 MH_04
C1orf51 MH_10
Plekho1 MH_14
Vps45 MH_04
Bola1 MH_02
Hist2h2ac MH_01
Hist2h4a MH_20
Fcgr1a MH_11
Terc MH_03
Polr3gl MH_17
Nudt17 grey
Polr3c MH_04
Cd160 MH_06
Gja8 MH_23
Bcl9 MH_02
Chd1l MH_02
Pde4dip MH_04
Phgdh MH_15
Hsd3b1 MH_04
Hsd3b2 MH_14
Hao2 MH_24
Wdr3 MH_02
Fam46c MH_27
Man1a2 MH_13
Ttf2 MH_04
Cd101 MH_10
Ptgfrn MH_04
Cd2 MH_22
Atp1a1 MH_30
Mab21l3 MH_24
Slc22a15 MH_09
Vangl1 MH_21
Tshb MH_01
Sycp1 MH_14
Nr1h5p MH_14
Hipk1 MH_26
Dclre1b MH_03
Magi3 MH_13
Lrig2 MH_27
Fam19a3 MH_28
Mov10 MH_13
Wnt2b MH_02
Cttnbp2nl MH_11
Ddx20 MH_02
C1orf162 MH_11
Atp5f1 MH_02
Cd53 MH_04
Or11i1p grey
Cymp MH_18
Prok1 MH_24
Rbm15 MH_27
Kcnc4 MH_27
Slc6a17 MH_21
Ubl4b MH_01
Fam40a MH_27
Ahcyl1 MH_27
Csf1 MH_28
Gstm2 MH_18
Gstm1 MH_04
Gstm4 MH_04
Gnai3 MH_27
Gpr61 MH_24
Cyb561d1 MH_04
Atxn7l2 MH_27
Sypl2 grey
Celsr2 MH_12
Sars MH_04
Kiaa1324 MH_31
Scarna2 MH_12
Tmem167b MH_29
Gpsm2 MH_01
Stxbp3 MH_27
Fndc7 MH_24
Prpf38b MH_26
Fam102b MH_04
Ntng1 MH_20
Prmt6 MH_02
Amy1a MH_24
Rnpc3 MH_27
S1pr1 MH_17
Slc30a7 MH_26
Vcam1 MH_11
Gpr88 MH_23
Cdc14a MH_06
Hiat1 MH_07
Slc35a3 MH_27
Agl MH_02
Palmd MH_24
Lppr4 grey
Snx7 grey
Ptbp2 MH_26
Rwdd3 MH_02
Tmem56 MH_24
Slc44a3 MH_24
Abcd3 MH_08
Fnbp1l MH_02
Usp53 MH_21
Myoz2 grey
Synpo2 MH_01
Mettl14 MH_09
Ndst3 MH_10
Ugt8 MH_25
Ank2 MH_21
Larp7 MH_04
Alpk1 MH_24
Ap1ar MH_04
C4orf32 MH_10
Egf MH_04
Lrit3 MH_21
Rrh grey
Gar1 MH_02
Ccdc109b MH_04
Sec24b MH_17
Ostc MH_03
Rpl34 MH_04
Hadh MH_03
Sgms2 MH_14
Npnt MH_05
Gstcd MH_28
Arhgef38 grey
Tet2 MH_26
Cisd2 MH_27
Nfkb1 MH_27
Bank1 MH_10
Dapp1 MH_04
C4orf17 MH_21
Metap1 MH_27
Rap1gds1 MH_17
Pdha2 MH_21
Bmpr1b MH_24
Pdlim5 MH_14
Pkn2 MH_27
Lmo4 MH_10
Hs2st1 MH_14
Sh3glb1 MH_27
Cyr61 MH_28
Wdr63 MH_24
Dnase2b MH_24
Spata1 MH_02
Rpf1 MH_02
Prkacb MH_17
Lphn2 MH_21
Rpsa MH_02
Ifi44 MH_17
Ifi44l MH_21
Ptgfr MH_24
Gipc2 MH_26
Dnajb4 MH_31
Nexn MH_10
Fam73a MH_17
Ak5 MH_21
St6galnac5 MH_21
St6galnac3 MH_06
Msh4 MH_24
Rabggtb MH_23
Acadm MH_09
Lhx8 MH_24
Tnni3k MH_23
Fpgt MH_17
Srsf11 MH_27
Lrrc7 MH_18
Tgs1 MH_04
Chchd7 MH_10
Fam110b MH_20
Ubxn2b MH_17
Sdcbp MH_27
Rab2a MH_27
Chd7 MH_29
Clvs1 MH_12
Asph MH_23
Gdf6 MH_24
C8orf37 MH_04
Tp53inp1 MH_17
Kiaa1429 MH_04
Gem MH_29
Tmem67 MH_27
C8orf83 MH_28
Tmem55a MH_02
Loc100127983 MH_20
Tmem64 MH_06
Calb1 MH_24
Nbn MH_02
Mmp16 MH_28
Cngb3 MH_19
Fam82b MH_02
Slc7a13 grey
Ggh MH_04
Ccnc MH_09
Usp45 MH_02
Pnisr MH_26
Coq3 MH_04
C6orf168 MH_04
Fbxl4 MH_17
Mms22l MH_01
Klhl32 MH_18
Ndufaf4 MH_10
Gpr63 MH_01
Epha7 MH_21
Map3k7 MH_27
Bach2 MH_13
Casp8ap2 MH_05
Mdn1 MH_14
Lyrm2 MH_03
Rragd MH_14
Ube2j1 MH_29
Gabrr2 MH_14
Gabrr1 MH_11
Srsf12 MH_18
Rngtt MH_09
Cnr1 MH_18
Akirin2 MH_27
Rars2 MH_02
Cga grey
Ifnk MH_01
C9orf72 MH_27
Aco1 MH_04
Tmem215 MH_21
Chmp5 MH_09
Nfx1 MH_17
Ube2r2 MH_02
Ubap1 MH_27
Nudt2 MH_04
Dnai1 MH_10
Il11ra MH_25
Fam205a grey
Kiaa1045 MH_14
Dnajb5 MH_12
C9orf131 grey
Vcp MH_02
Stoml2 MH_04
Unc13b MH_24
Atp8b5p MH_25
Rusc2 MH_23
Tesk1 MH_28
Ca9 MH_10
Creb3 MH_14
Rgp1 MH_12
Npr2 MH_22
Tmem8b MH_27
Hrct1 MH_24
Reck MH_01
Glipr2 MH_20
Ccin MH_12
Clta MH_09
Melk MH_01
Grhpr MH_03
Polr1e MH_01
Frmpd1 MH_19
Rg9mtd3 MH_10
Dcaf10 MH_27
Bdag1 MH_20
Tdrd7 MH_02
Tmod1 MH_12
Ncbp1 MH_19
Foxe1 MH_20
Anp32b MH_01
Nans MH_03
Coro2a MH_28
Galnt12 MH_17
Col15a1 MH_22
Tgfbr1 MH_15
Sec61b MH_04
Nr4a3 MH_29
Stx17 MH_02
Invs MH_17
Hnrnpf MH_02
C9orf30 grey
Tmeff1 MH_24
Murc MH_12
Lppr1 MH_24
Znf189 MH_27
Rnf20 MH_27
Cylc2 MH_24
Smc2 MH_01
Or13d1 grey
Nipsnap3b MH_18
Nipsnap3a MH_09
Slc44a1 MH_02
Fsd1l MH_24
Fktn MH_02
Tal2 MH_25
Tmem38b MH_04
Znf462 MH_14
Rad23b MH_16
Actl7a MH_29
Fam206a MH_03
Akap2 MH_14
Svep1 grey
Musk grey
Znf483 MH_21
Dnajc25 MH_09
Gng10 MH_04
Ugcg MH_27
Hsdl2 MH_02
Kiaa1958 MH_10
Snx30 MH_14
Slc31a2 MH_03
Slc31a1 MH_27
Prpf4 MH_01
Bspry MH_01
C9orf43 MH_14
Rgs3 MH_30
Znf618 MH_30
Col27a1 MH_20
Atp6v1g1 MH_02
C9orf91 grey
Pappa MH_21
Trim32 MH_02
Tlr4 MH_11
Tle1 MH_23
Frmd3 MH_21
Kdm4c MH_17
Tyrp1 grey
C9orf150 grey
Snapc3 grey
C9orf93 MH_17
Cntln MH_01
Sh3gl2 MH_10
Adamtsl1 MH_23
Rraga MH_03
Dennd4c MH_27
Acer2 MH_14
Kiaa1797 MH_14
Mtap MH_02
Dmrta1 MH_22
C9orf82 MH_04
Ift74 MH_02
Tek grey
Fggy MH_10
Hook1 MH_04
Nfia MH_03
Inadl MH_14
L1td1 MH_02
Usp1 MH_01
Atg4c MH_14
Foxd3 MH_21
Alg6 MH_01
Efcab7 MH_02
Ror1 MH_21
Ube2u MH_21
Cachd1 MH_21
Raver2 MH_14
Dnajc6 MH_02
Leprot MH_25
Lepr MH_15
Pde4b MH_29
Sgip1 MH_10
Mier1 MH_27
Oma1 MH_04
Dab1 MH_28
C1orf168 MH_14
Ppap2b MH_25
Usp24 MH_14
Dhcr24 MH_06
Ttc22 MH_25
Pars2 MH_18
Ssbp3 MH_07
Cyb5rl MH_14
Cdcp2 MH_20
Tceanc2 MH_20
Tmem59 MH_12
Ldlrad1 MH_24
Hspb11 MH_10
Yipf1 MH_03
Tmem48 MH_01
Glis1 MH_12
Lrp8 MH_28
Magoh MH_04
C1orf123 MH_17
Slc1a7 MH_21
Echdc2 MH_01
Selrc1 MH_02
Zcchc11 MH_27
Orc1 MH_01
Cc2d1b MH_01
Txndc12 MH_04
Kti12 MH_10
Rab3b grey
Nrd1 MH_27
Calr4p MH_14
Eps15 MH_09
Ttc39a MH_27
Faf1 MH_02
Dmrta2 MH_14
Agbl4 MH_20
Bend5 MH_14
Spata6 MH_14
Loc388630 MH_24
Stil MH_01
Tal1 MH_24
Pdzk1ip1 MH_27
Cyp4a22 MH_28
Kiaa0494 MH_02
Atpaf1 MH_17
Mknk1 MH_23
Kncn MH_24
Pomgnt1 MH_20
Pik3r3 MH_19
Ipp MH_04
Tmem69 MH_17
Gpbp1l1 MH_27
Ccdc163p MH_01
Mutyh MH_01
Zswim5 MH_11
Hectd3 MH_04
Eif2b3 MH_01
Ptch2 MH_24
Tctex1d4 MH_10
Rnf220 MH_25
Eri3 grey
Hyi grey
Med8 MH_17
Elovl1 MH_07
C1orf210 MH_22
Ebna1bp2 MH_02
Slc2a1 MH_30
Ccdc23 MH_02
C1orf50 MH_02
Lepre1 MH_10
Zmynd12 MH_10
Foxj3 MH_30
Hivep3 MH_06
Edn2 MH_26
Scmh1 MH_10
Slfnl1 MH_24
Cited4 MH_31
Rims3 MH_27
Col9a2 MH_24
Ppt1 MH_04
Mycl1 grey
Trit1 MH_10
Bmp8b grey
Oxct2 MH_01
Hpcal4 MH_20
Nt5c1a grey
Heyl MH_31
Rhbdl2 MH_24
Mycbp MH_04
Rragc MH_04
Pou3f1 MH_24
Fhl3 MH_04
Sf3a3 MH_02
Mtf1 MH_25
Yrdc MH_28
Epha10 MH_25
C1orf109 MH_14
Rspo1 MH_23
Gnl2 MH_02
Snip1 MH_27
Meaf6 MH_04
Grik3 MH_24
Csf3r MH_05
Mrps15 MH_16
Lsm10 MH_03
Stk40 MH_27
Fam176b MH_23
Trappc3 MH_03
Col8a2 MH_23
Tekt2 MH_24
Clspn MH_01
C1orf216 grey
Psmb2 MH_03
Kiaa0319l MH_02
Sfpq MH_26
Zmym6 MH_17
Zmym6nb MH_04
Dlgap3 MH_24
C1orf212 MH_02
Csmd2 MH_21
Phc2 MH_22
A3galt2p grey
Trim62 grey
Ak2 MH_04
Rnf19b MH_07
Fndc5 MH_24
Yars MH_09
Rbbp4 MH_01
Bsdc1 MH_27
Loc100128071 MH_22
Marcksl1 MH_07
Tmem234 MH_09
Ptp4a2 MH_27
Spocd1 grey
Bai2 MH_20
Col16a1 MH_21
Pef1 MH_04
Fabp3 MH_02
Snrnp40 MH_04
Pum1 MH_13
Snord85 MH_20
Sdc3 MH_14
Laptm5 MH_30
Matn1 MH_21
Mecr MH_15
Srsf4 MH_01
Tmem200b MH_23
Epb41 MH_27
Taf12 MH_04
Snhg12 MH_10
Snora44 MH_10
Snora61 MH_14
Snord99 MH_10
Dnajc8 MH_03
Ptafr MH_24
Eya3 MH_04
Rpa2 MH_07
Fgr MH_02
Ahdc1 MH_14
Wasf2 MH_27
Cd164l2 MH_20
Map3k6 MH_28
Slc9a1 MH_16
Fam46b MH_24
C1orf172 MH_20
Gpatch3 MH_27
Gpn2 MH_03
Rps6ka1 MH_17
Aim1l MH_07
Ubxn11 MH_14
Trim63 MH_21
Slc30a2 MH_21
Pafah2 MH_24
Stmn1 MH_01
Paqr7 MH_03
C1orf135 MH_01
Rhd MH_27
C1orf63 MH_26
Syf2 MH_27
Runx3 MH_30
C1orf201 MH_21
Il28ra MH_23
Il22ra1 MH_01
Myom3 MH_23
Srsf10 MH_26
Cnr2 MH_14
Fuca1 MH_04
Hmgcl MH_04
Gale MH_04
Id3 MH_04
E2f2 MH_01
Asap3 MH_29
Tcea3 MH_14
Znf436 MH_03
Hnrnpr MH_01
Htr1d grey
Luzp1 MH_14
Loc729059 MH_24
Lactbl1 MH_14
Wnt4 MH_24
Cdc42 MH_02
Hspg2 MH_25
Usp48 MH_27
Rap1gap MH_22
Ece1 MH_27
Eif4g3 MH_26
Hp1bp3 MH_17
Sh2d5 grey
Kif17 MH_24
Ddost MH_04
Mul1 MH_27
Camk2n1 MH_27
Pla2g2c MH_24
Pla2g2d MH_14
Pla2g2e MH_28
Rnf186 MH_24
Tmco4 MH_14
Capzb MH_30
Akr7a2 MH_03
Kiaa0090 MH_14
Ubr4 MH_13
Tas1r2 grey
Rcc2 MH_02
Padi2 MH_31
Sdhb MH_01
Atp13a2 grey
Mfap2 MH_26
Spata21 grey
Fbxo42 MH_16
Rsg1 MH_21
Arhgef19 MH_20
Epha2 grey
Fam131c MH_24
Clcnkb MH_23
Hspb7 grey
Zbtb17 MH_09
Flj37453 MH_02
Casp9 MH_22
C1orf126 MH_21
Hnrnph2 MH_04
Lrrc38 grey
Pramef8 MH_02
Gcn1l1 MH_20
Pramef16 MH_27
Aadacl4 MH_14
Dhrs3 MH_05
Kiaa2013 grey
Nppb MH_28
Nppa MH_30
Mthfr MH_23
Mad2l2 MH_03
Fbxo2 grey
Mtor MH_17
Exosc10 MH_02
Srm MH_15
C1orf127 MH_29
Casz1 MH_02
Dffa MH_24
Ube4b MH_02
Lzic MH_07
Ctnnbip1 MH_04
Clstn1 MH_04
Spsb1 MH_14
Gpr157 MH_24
Slc2a5 MH_22
Slc2a7 MH_23
Rere MH_14
Errfi1 MH_29
Tnfrsf9 MH_27
Uts2 MH_24
Dnajc11 MH_02
Klhl21 MH_27
Nol9 MH_15
Plekhg5 MH_25
Tnfrsf25 MH_27
Hes2 MH_24
Acot7 MH_04
Gpr153 MH_21
Icmt MH_27
Chd5 grey
Nphp4 MH_21
C1orf174 MH_02
Cep104 MH_28
Wrap73 MH_04
Megf6 MH_23
Flj42875 MH_27
Ttc34 MH_24
Mmel1 MH_26
Hes5 MH_24
Pank4 MH_12
Pex10 MH_14
Morn1 MH_24
C1orf86 MH_03
Kiaa1751 MH_14
Tmem52 MH_24
Gnb1 MH_07
Nadk MH_04
Cdk11b MH_27
Loc643988 MH_28
Ssu72 MH_03
C1orf70 MH_27
Vwa1 MH_23
Tmem88b MH_24
Ankrd65 MH_23
Mrpl20 MH_04
Ccnl2 MH_27
Aurkaip1 MH_04
Mxra8 MH_25
Dvl1 MH_27
Cpsf3l MH_02
Acap3 MH_05
Ube2j2 MH_27
Fam132a MH_27
Sdf4 MH_09
Tnfrsf4 MH_28
Tnfrsf18 MH_27
C1orf159 MH_10
Rnf223 MH_24
C1orf170 MH_14
Noc2l MH_15
Tmem68 MH_22
Rps20 MH_14
Mos MH_24
Plag1 MH_14
Sdr16c6p MH_31
Penk MH_28
Impad1 MH_09
Nsmaf MH_08
Tox MH_06
Ca8 MH_04
Plekhf2 MH_09
C8orf38 MH_02
Ints8 MH_04
Dpy19l4 MH_27
Esrp1 MH_24
Pdp1 MH_27
Fam92a1 MH_04
Slc26a7 MH_20
Lrrc69 MH_21
Otud6b MH_02
Necab1 MH_19
Decr1 MH_04
Osgin2 MH_27
Ripk2 MH_27
Cpne3 MH_17
Wwp1 MH_09
Atp6v0d2 MH_24
Nkain3 grey
Prdm13 MH_12
Loc100130890 MH_04
Pou3f2 MH_22
Fhl5 MH_24
Ufl1 MH_02
Fut9 MH_24
Manea MH_04
Gja10 MH_21
Ankrd6 MH_27
Pm20d2 MH_24
Pnrc1 MH_31
Spaca1 MH_14
Orc3 MH_26
Slc35a1 MH_28
C6orf165 MH_22
C6orf163 MH_21
C6orf162 MH_04
Znf292 MH_14
Mob3b MH_14
Lingo2 MH_24
Ddx58 MH_17
Topors MH_02
Ndufb6 MH_02
Aptx MH_04
Smu1 MH_04
Psenen MH_04
B4galt1 MH_27
Bag1 MH_09
Aqp7 grey
Nol6 MH_14
Ubap2 MH_30
Dcaf12 MH_08
Kif24 MH_01
Kiaa1161 MH_24
C9orf24 MH_22
C9orf25 grey
Cntfr MH_24
C9orf23 MH_04
Dctn3 MH_03
Arid3c MH_24
Sigmar1 MH_16
Ccl27 MH_28
Fancg MH_03
Pigo MH_06
Kiaa1539 MH_28
Fam166b MH_04
Sit1 MH_12
C9orf100 MH_01
Tpm2 MH_10
Tln1 MH_07
Gba2 MH_17
Spag8 MH_25
Hint2 MH_04
C9orf128 MH_21
Or13j1 grey
Or2s2 MH_23
Gne MH_02
Rnf38 MH_14
Pax5 MH_01
Zbtb5 MH_12
Fbxo10 MH_12
Exosc3 MH_02
Mcart1 MH_27
Shb MH_21
Igfbpl1 MH_21
Tstd2 MH_27
Xpa MH_02
C9orf156 MH_10
Hemgn MH_14
Trim14 MH_16
Tbc1d2 MH_20
Gabbr2 MH_21
Anks6 MH_24
Alg2 MH_14
Erp44 MH_09
Tex10 MH_02
Mrpl50 MH_02
Aldob MH_28
C9orf125 MH_24
Grin3a MH_21
Ppp3r2 MH_10
Or13c3 MH_24
Or13c8 MH_27
Abca1 MH_14
Klf4 MH_06
Actl7b MH_14
Ikbkap MH_14
Ctnnal1 MH_01
C9orf5 MH_18
C9orf4 MH_22
Epb41l4b MH_24
Ptpn3 MH_27
C9orf152 MH_04
Txn MH_07
Txndc8 MH_25
Lpar1 MH_21
Or2k2 grey
Kiaa0368 MH_05
Ptgr1 MH_05
C9orf84 MH_10
Susd1 MH_29
Rod1 MH_27
C9orf80 grey
Slc46a2 grey
Zfp37 MH_14
Fkbp15 MH_27
Cdc26 MH_02
Rnf183 MH_21
Wdr31 MH_24
Hdhd3 MH_04
Alad MH_03
Pole3 MH_01
Kif12 MH_27
Akna MH_27
Dfnb31 MH_24
Loc100505478 MH_24
Tnfsf15 grey
Tnfsf8 MH_27
Tnc MH_27
Astn2 MH_28
Dbc1 MH_24
Cdk5rap2 MH_02
Megf9 MH_27
Rasef MH_29
C9orf123 MH_03
Mpdz MH_24
Nfib MH_25
Zdhhc21 MH_27
Cer1 MH_21
Frem1 MH_20
Ttc39b MH_07
Psip1 MH_02
Bnc2 MH_23
Fam154a MH_21
Haus6 MH_01
Scarna8 MH_23
Plin2 MH_27
Slc24a2 MH_24
Mllt3 MH_03
Ptplad2 MH_14
Ifnb1 MH_29
Ifna1 MH_24
Klhl9 MH_17
Ifne MH_24
Cdkn2a MH_01
Cdkn2b MH_24
Elavl2 MH_24
Izumo3 grey
Tusc1 MH_10
Plaa MH_27
Lrrc19 MH_11
C9orf11 grey
Mysm1 MH_27
Jun MH_10
Cyp2j2 MH_02
C1orf87 MH_24
Tm2d1 MH_04
Kank4 MH_20
Dock7 MH_23
Itgb3bp MH_04
Jak1 MH_13
Insl5 MH_17
Wdr78 MH_14
Slc35d1 MH_29
C1orf141 MH_21
Prkaa2 MH_25
Pcsk9 MH_24
Bsnd MH_27
Tmem61 grey
C1orf177 MH_11
Ttc4 MH_17
Heatr8 MH_14
Acot11 MH_01
Mrpl37 MH_04
Lrrc42 MH_02
Dio1 MH_27
Dmrtb1 MH_24
Cpt2 MH_03
Podn MH_21
Zyg11a MH_24
Zyg11b MH_27
Fam159a MH_26
Gpx7 MH_02
Prpf38a MH_09
Btf3l4 MH_02
Osbpl9 MH_27
Rnf11 MH_27
C1orf185 MH_21
Cdkn2c MH_01
Elavl4 grey
Slc5a9 MH_29
Foxd2 grey
Foxe3 MH_01
Cmpk1 MH_07
Cyp4x1 MH_21
Cyp4b1 MH_02
Atpaf1-as1 MH_19
Dmbx1 MH_20
Faah MH_08
Nsun4 MH_27
Uqcrhl MH_04
Rad54l MH_01
C1orf190 grey
Tspan1 MH_28
Mast2 MH_07
Nasp MH_01
Akr1a1 MH_04
Mmachc MH_20
Hpdl MH_04
Urod MH_04
Btbd19 MH_28
Plk3 MH_29
Rps8 MH_01
Snord55 MH_27
Kif2c MH_01
C1orf228 MH_24
Dmap1 MH_04
Klf17 MH_24
B4galt2 MH_21
Atp6v0b MH_03
Dph2 MH_20
Ipo13 MH_24
Artn MH_24
St3gal3 MH_29
Kdm4a MH_02
Ptprf MH_24
Szt2 MH_17
Cdc20 MH_01
Mpl MH_21
Tie1 MH_05
Tmem125 grey
Wdr65 MH_21
Znf691 MH_04
Ermap MH_21
Ybx1 MH_01
Ccdc30 MH_10
Ppcs MH_02
Rimkla MH_20
Foxo6 MH_23
Ctps MH_02
Kcnq4 MH_23
Nfyc MH_03
Dem1 MH_02
Znf642 MH_28
Smap2 MH_17
Zmpste24 MH_20
Tmco2 MH_21
Rlf MH_27
Cap1 MH_30
Ppie MH_04
Bmp8a MH_23
Macf1 MH_17
Kiaa0754 MH_21
Akirin1 MH_27
Utp11l MH_04
Maneal MH_04
Cdca8 MH_01
Dnali1 grey
Zc3h12a MH_29
Sh3d21 MH_27
Thrap3 MH_26
Map7d1 grey
Adprhl2 MH_04
Eif2c3 MH_27
Eif2c1 grey
Eif2c4 grey
Tfap2e MH_24
Ncdn MH_28
Zmym4 MH_02
Zmym1 MH_29
Gja4 MH_29
Gjb3 MH_21
Gjb5 MH_24
C1orf94 MH_24
Hmgb4 MH_15
Zscan20 MH_01
Tlr12p MH_12
Znf362 MH_03
Adc MH_01
Hpca MH_24
S100pbp MH_27
Kiaa1522 MH_24
Zbtb8a MH_14
Zbtb8b MH_24
Tssk3 MH_29
Hdac1 MH_30
Lck MH_30
Fam167b MH_18
Eif3i MH_04
Iqcc MH_02
Ccdc28b MH_04
Txlna MH_02
Kpna6 MH_04
Tmem39b MH_03
Khdrbs1 MH_27
Hcrtr1 grey
Tinagl1 grey
Loc149086 MH_25
Serinc2 MH_19
Zcchc17 MH_02
Nkain1 MH_28
Ptpru grey
Oprd1 MH_24
Ythdf2 MH_30
Gmeb1 grey
Rnu11 MH_14
Rab42 MH_20
Trnau1ap MH_02
Rcc1 MH_01
Snhg3 MH_28
Snora73b MH_25
Snora73a MH_25
Phactr4 MH_04
Med18 MH_02
Sesn2 MH_04
Atpif1 MH_04
Xkr8 MH_01
C1orf38 MH_07
Ppp1r8 MH_01
Stx12 MH_27
Fam76a MH_27
Sytl1 MH_14
Tmem222 MH_16
Wdtc1 MH_17
Trnp1 MH_23
Nudc MH_02
Sfn MH_27
Zdhhc18 MH_29
Pigv MH_17
Arid1a MH_14
Dhdds MH_04
Lin28a MH_23
Cd52 MH_22
Sh3bgrl3 MH_30
Cep85 MH_01
Muc3a MH_25
Catsper4 MH_31
Cnksr1 MH_21
Grrp1 MH_23
Pdik1l MH_01
Extl1 grey
Fam54b MH_23
Sepn1 MH_31
Man1c1 MH_07
Ldlrap1 MH_14
Tmem57 MH_27
Tmem50a MH_04
Clic4 MH_28
Srrm1 MH_27
C1orf130 MH_11
Nipal3 MH_01
Grhl3 MH_27
Pnrc2 MH_02
Lypla2 MH_30
Pithd1 MH_23
Tceb3 MH_07
Rpl11 MH_28
Kdm1a MH_02
Ephb2 MH_18
C1qb MH_11
C1qc MH_12
C1qa MH_11
Zbtb40 MH_14
Cela3b MH_24
Ldlrad2 MH_24
Alpl MH_04
Pink1 MH_09
Cda MH_25
Fam43b MH_24
Vwa5b1 MH_23
Pla2g2f MH_10
Pla2g5 MH_24
Otud3 MH_05
Htr6 MH_23
Nbl1 MH_20
Minos1 MH_02
Pqlc2 MH_04
Pax7 MH_21
Klhdc7a MH_23
Igsf21 MH_28
Arhgef10l MH_21
Padi6 MH_24
Padi4 MH_23
Padi3 MH_21
Crocc MH_24
Necap2 MH_09
C1orf144 MH_04
Clcnka MH_24
C1orf64 MH_21
Spen MH_17
Fblim1 MH_24
Tmem82 MH_29
Slc25a34 MH_27
Plekhm2 MH_02
Dnajc16 MH_27
Ctrc MH_21
Efhd2 MH_07
Fhad1 MH_24
Tmem51 MH_14
Kazn MH_24
C1orf196 grey
Prdm2 MH_18
Pdpn MH_24
Pramef6 MH_14
Pramef20 MH_29
Pramef12 MH_24
C1orf158 MH_30
Aadacl3 MH_02
Vps13d MH_13
Tnfrsf1b MH_29
Tnfrsf8 MH_28
Miip MH_03
Mfn2 MH_27
Plod1 MH_03
Clcn6 MH_27
Agtrap MH_30
C1orf187 MH_23
Fbxo6 MH_09
Fbxo44 MH_04
Ptchd2 MH_27
Ubiad1 MH_03
Angptl7 MH_23
Tardbp MH_05
Pex14 grey
Cort MH_28
Apitd1 MH_01
Pgd MH_03
Kif1b MH_14
Rbp7 MH_21
Nmnat1 MH_03
Pik3cd MH_17
Tmem201 MH_01
Slc25a33 MH_04
H6pd MH_14
Ca6 MH_24
Slc45a1 MH_12
Park7 MH_02
Per3 MH_23
Vamp3 MH_06
Camta1 MH_22
Thap3 MH_01
Phf13 MH_27
